country,state,year,quarter,states,registered_users,apps_opened
india,uttar-pradesh,2021,Q1,ghazipur district,443311,8162326
india,uttar-pradesh,2021,Q1,farrukhabad district,198513,3663937
india,uttar-pradesh,2021,Q1,kannauj district,169332,2859076
india,uttar-pradesh,2021,Q1,azamgarh district,501473,8619959
india,uttar-pradesh,2021,Q1,ayodhya district,320746,5978927
india,uttar-pradesh,2021,Q1,deoria district,424347,9305742
india,uttar-pradesh,2021,Q1,ghaziabad district,1773332,47857733
india,uttar-pradesh,2021,Q2,amethi district,226201,6879206
india,uttar-pradesh,2021,Q2,siddharthnagar district,229685,10226449
india,uttar-pradesh,2021,Q2,auraiya district,174601,4883091
india,uttar-pradesh,2021,Q2,sambhal district,187852,4498363
india,uttar-pradesh,2021,Q2,kanpur nagar district,1176708,16930729
india,uttar-pradesh,2021,Q2,aligarh district,631792,12930339
india,uttar-pradesh,2021,Q2,mahoba district,92930,4086641
india,uttar-pradesh,2021,Q2,lucknow district,1937173,24705951
india,uttar-pradesh,2021,Q2,sant kabeer nagar district,177099,4437809
india,uttar-pradesh,2021,Q2,hathras district,212672,4573599
india,uttar-pradesh,2021,Q2,budaun district,248263,7162914
india,uttar-pradesh,2021,Q2,moradabad district,428908,7369764
india,uttar-pradesh,2021,Q2,kushinagar district,470229,11818027
india,uttar-pradesh,2021,Q2,baghpat district,222933,5086018
india,uttar-pradesh,2021,Q2,shahjahanpur district,286698,7532278
india,uttar-pradesh,2021,Q2,muzaffarnagar district,415595,8851357
india,uttar-pradesh,2021,Q2,ambedkar nagar district,279018,5561355
india,uttar-pradesh,2021,Q2,bahraich district,209657,7655689
india,uttar-pradesh,2021,Q2,jalaun district,211288,8295744
india,uttar-pradesh,2021,Q2,rampur district,227310,5032841
india,uttar-pradesh,2021,Q2,ballia district,442509,9636727
india,uttar-pradesh,2021,Q2,shravasti district,53629,2659985
india,uttar-pradesh,2021,Q2,kasganj district,145326,3605119
india,uttar-pradesh,2021,Q2,varanasi district,1154661,12765198
india,uttar-pradesh,2021,Q2,gautam buddha nagar district,2329954,43661492
india,uttar-pradesh,2021,Q2,basti district,296308,7659697
india,uttar-pradesh,2021,Q2,shamli district,175652,3959166
india,uttar-pradesh,2021,Q2,maharajganj district,301659,7372723
india,uttar-pradesh,2021,Q2,etawah district,230384,6030185
india,uttar-pradesh,2021,Q2,etah district,197793,5071736
india,uttar-pradesh,2021,Q2,banda district,141975,6108375
india,uttar-pradesh,2021,Q2,bijnor district,409603,10029061
india,uttar-pradesh,2021,Q2,hardoi district,294712,9801471
india,uttar-pradesh,2021,Q2,balrampur district,137921,6333564
india,uttar-pradesh,2021,Q2,amroha district,224885,5494608
india,uttar-pradesh,2021,Q2,pilibhit district,214517,4943692
india,uttar-pradesh,2021,Q2,mainpuri district,228922,6055383
india,uttar-pradesh,2021,Q2,kanpur dehat district,172133,6549291
india,uttar-pradesh,2021,Q2,jaunpur district,600794,11888060
india,uttar-pradesh,2021,Q2,kaushambi district,116606,3186728
india,uttar-pradesh,2021,Q2,hapur district,268188,5684275
india,uttar-pradesh,2021,Q2,hamirpur district,118257,4805630
india,uttar-pradesh,2021,Q2,meerut district,794314,13475900
india,uttar-pradesh,2021,Q2,mathura district,582001,12381150
india,uttar-pradesh,2021,Q2,chitrakoot district,83116,4440540
india,uttar-pradesh,2021,Q2,lalitpur district,142831,6864129
india,uttar-pradesh,2021,Q2,mau district,271232,4803900
india,uttar-pradesh,2021,Q2,mirzapur district,290357,8046766
india,uttar-pradesh,2021,Q2,bulandshahr district,496067,12104966
india,uttar-pradesh,2021,Q2,gonda district,281740,9800069
india,uttar-pradesh,2021,Q2,jhansi district,431055,11420469
india,uttar-pradesh,2021,Q2,chandauli district,278397,5433024
india,uttar-pradesh,2021,Q2,bhadohi district,211236,3495393
india,uttar-pradesh,2021,Q2,pratapgarh district,341118,8581043
india,uttar-pradesh,2021,Q2,saharanpur district,542340,12209126
india,uttar-pradesh,2021,Q2,bara banki district,268880,6420366
india,uttar-pradesh,2021,Q2,bareilly district,710778,11874626
india,uttar-pradesh,2021,Q2,sitapur district,366017,8689425
india,uttar-pradesh,2021,Q2,sultanpur district,278126,6392641
india,uttar-pradesh,2021,Q2,agra district,1044788,17308775
india,uttar-pradesh,2021,Q2,fatehpur district,208520,6732727
india,uttar-pradesh,2021,Q2,rae bareli district,243531,6339664
india,uttar-pradesh,2021,Q2,firozabad district,380885,7080319
india,uttar-pradesh,2021,Q2,kheri district,410053,9353171
india,uttar-pradesh,2021,Q2,gorakhpur district,835887,15232883
india,uttar-pradesh,2021,Q2,unnao district,271165,7660427
india,uttar-pradesh,2021,Q2,prayagraj district,1225800,19820485
india,uttar-pradesh,2021,Q2,sonbhadra district,252013,10775729
india,uttar-pradesh,2021,Q2,ghazipur district,476105,9031373
india,uttar-pradesh,2021,Q2,farrukhabad district,213759,4862316
india,uttar-pradesh,2021,Q2,kannauj district,182579,4509174
india,uttar-pradesh,2021,Q2,azamgarh district,538771,10182944
india,uttar-pradesh,2021,Q2,ayodhya district,344791,6610650
india,uttar-pradesh,2021,Q2,deoria district,455328,9609305
india,uttar-pradesh,2021,Q2,ghaziabad district,1895314,30235059
india,uttar-pradesh,2021,Q3,amethi district,245887,6905900
india,uttar-pradesh,2021,Q3,siddharthnagar district,249111,11183058
india,uttar-pradesh,2021,Q3,auraiya district,189321,5320993
india,uttar-pradesh,2021,Q3,sambhal district,203883,5614377
india,uttar-pradesh,2021,Q3,kanpur nagar district,1263050,21015827
india,uttar-pradesh,2021,Q3,aligarh district,681857,15510684
india,uttar-pradesh,2021,Q3,mahoba district,101383,4903489
india,uttar-pradesh,2021,Q3,lucknow district,2076033,36855345
india,uttar-pradesh,2021,Q3,sant kabeer nagar district,191948,4523934
india,uttar-pradesh,2021,Q3,hathras district,230320,5324600
india,uttar-pradesh,2021,Q3,budaun district,269703,8540101
india,uttar-pradesh,2021,Q3,moradabad district,462980,9348367
india,uttar-pradesh,2021,Q3,kushinagar district,508938,12748095
india,uttar-pradesh,2021,Q3,baghpat district,240441,5974261
india,uttar-pradesh,2021,Q3,shahjahanpur district,311858,8695760
india,uttar-pradesh,2021,Q3,muzaffarnagar district,448096,10778049
india,uttar-pradesh,2021,Q3,ambedkar nagar district,302263,5779645
india,uttar-pradesh,2021,Q3,bahraich district,227941,9175141
india,uttar-pradesh,2021,Q3,jalaun district,229155,9250768
india,uttar-pradesh,2021,Q3,rampur district,246230,6259927
india,uttar-pradesh,2021,Q3,ballia district,478324,10195059
india,uttar-pradesh,2021,Q3,shravasti district,58737,3093685
india,uttar-pradesh,2021,Q3,kasganj district,158052,4070828
india,uttar-pradesh,2021,Q3,varanasi district,1239725,16646427
india,uttar-pradesh,2021,Q3,gautam buddha nagar district,2496114,59498265
india,uttar-pradesh,2021,Q3,basti district,320806,8006486
india,uttar-pradesh,2021,Q3,shamli district,189790,4953024
india,uttar-pradesh,2021,Q3,maharajganj district,327438,8011647
india,uttar-pradesh,2021,Q3,etawah district,249385,6874524
india,uttar-pradesh,2021,Q3,etah district,214709,5804468
india,uttar-pradesh,2021,Q3,banda district,154581,6510003
india,uttar-pradesh,2021,Q3,bijnor district,442548,11881536
india,uttar-pradesh,2021,Q3,hardoi district,320513,10250565
india,uttar-pradesh,2021,Q3,balrampur district,149985,6914313
india,uttar-pradesh,2021,Q3,amroha district,243686,6888875
india,uttar-pradesh,2021,Q3,pilibhit district,232754,5804732
india,uttar-pradesh,2021,Q3,mainpuri district,248343,6809626
india,uttar-pradesh,2021,Q3,kanpur dehat district,187084,7063852
india,uttar-pradesh,2021,Q3,jaunpur district,650143,11804378
india,uttar-pradesh,2021,Q3,kaushambi district,126637,3417066
india,uttar-pradesh,2021,Q3,hapur district,288709,7010219
india,uttar-pradesh,2021,Q3,hamirpur district,128958,5101770
india,uttar-pradesh,2021,Q3,meerut district,853246,16882676
india,uttar-pradesh,2021,Q3,mathura district,628528,16338028
india,uttar-pradesh,2021,Q3,chitrakoot district,90553,5012442
india,uttar-pradesh,2021,Q3,lalitpur district,155272,9660592
india,uttar-pradesh,2021,Q3,mau district,292936,5134182
india,uttar-pradesh,2021,Q3,mirzapur district,314144,9607253
india,uttar-pradesh,2021,Q3,bulandshahr district,535699,13891421
india,uttar-pradesh,2021,Q3,gonda district,305366,10059982
india,uttar-pradesh,2021,Q3,jhansi district,464351,14635892
india,uttar-pradesh,2021,Q3,chandauli district,300595,6385377
india,uttar-pradesh,2021,Q3,bhadohi district,228222,3509928
india,uttar-pradesh,2021,Q3,pratapgarh district,369954,8547127
india,uttar-pradesh,2021,Q3,saharanpur district,584344,15615472
india,uttar-pradesh,2021,Q3,bara banki district,291376,7899459
india,uttar-pradesh,2021,Q3,bareilly district,766809,14710344
india,uttar-pradesh,2021,Q3,sitapur district,397389,10389341
india,uttar-pradesh,2021,Q3,sultanpur district,301325,6580185
india,uttar-pradesh,2021,Q3,agra district,1124720,22075229
india,uttar-pradesh,2021,Q3,fatehpur district,226873,6986051
india,uttar-pradesh,2021,Q3,rae bareli district,263613,7082526
india,uttar-pradesh,2021,Q3,firozabad district,412441,8589707
india,uttar-pradesh,2021,Q3,kheri district,446308,11738602
india,uttar-pradesh,2021,Q3,gorakhpur district,900171,17952101
india,uttar-pradesh,2021,Q3,unnao district,293971,8496052
india,uttar-pradesh,2021,Q3,prayagraj district,1320432,24937997
india,uttar-pradesh,2021,Q3,sonbhadra district,272567,14054719
india,uttar-pradesh,2021,Q3,ghazipur district,514893,9646966
india,uttar-pradesh,2021,Q3,farrukhabad district,231446,5518604
india,uttar-pradesh,2021,Q3,kannauj district,198231,5167434
india,uttar-pradesh,2021,Q3,azamgarh district,582049,10763238
india,uttar-pradesh,2021,Q3,ayodhya district,372839,7623642
india,uttar-pradesh,2021,Q3,deoria district,492048,10011054
india,uttar-pradesh,2021,Q3,ghaziabad district,2031752,38066824
india,uttar-pradesh,2021,Q4,amethi district,264472,8500647
india,uttar-pradesh,2021,Q4,siddharthnagar district,268126,11309904
india,uttar-pradesh,2021,Q4,auraiya district,203721,6612405
india,uttar-pradesh,2021,Q4,sambhal district,219722,7592584
india,uttar-pradesh,2021,Q4,kanpur nagar district,1349794,34981290
india,uttar-pradesh,2021,Q4,aligarh district,731096,24940432
india,uttar-pradesh,2021,Q4,mahoba district,109417,3370832
india,uttar-pradesh,2021,Q4,lucknow district,2215886,65244080
india,uttar-pradesh,2021,Q4,sant kabeer nagar district,206542,7429877
india,uttar-pradesh,2021,Q4,hathras district,247776,8866006
india,uttar-pradesh,2021,Q4,budaun district,290309,8646437
india,uttar-pradesh,2021,Q4,moradabad district,496358,17198569
india,uttar-pradesh,2021,Q4,kushinagar district,547287,21821978
india,uttar-pradesh,2021,Q4,baghpat district,257605,9123679
india,uttar-pradesh,2021,Q4,shahjahanpur district,336128,8051413
india,uttar-pradesh,2021,Q4,muzaffarnagar district,480240,17005233
india,uttar-pradesh,2021,Q4,ambedkar nagar district,325090,9477709
india,uttar-pradesh,2021,Q4,bahraich district,245502,7041508
india,uttar-pradesh,2021,Q4,jalaun district,246646,8392204
india,uttar-pradesh,2021,Q4,rampur district,264569,9524556
india,uttar-pradesh,2021,Q4,ballia district,513629,17655465
india,uttar-pradesh,2021,Q4,shravasti district,63555,1885163
india,uttar-pradesh,2021,Q4,kasganj district,170176,5438009
india,uttar-pradesh,2021,Q4,varanasi district,1325315,32947562
india,uttar-pradesh,2021,Q4,gautam buddha nagar district,2664034,106538115
india,uttar-pradesh,2021,Q4,basti district,344852,12800452
india,uttar-pradesh,2021,Q4,shamli district,203726,7458420
india,uttar-pradesh,2021,Q4,maharajganj district,352595,11595475
india,uttar-pradesh,2021,Q4,etawah district,267952,9316048
india,uttar-pradesh,2021,Q4,etah district,230890,8015063
india,uttar-pradesh,2021,Q4,banda district,166922,4693219
india,uttar-pradesh,2021,Q4,bijnor district,474546,15441993
india,uttar-pradesh,2021,Q4,hardoi district,345246,8663687
india,uttar-pradesh,2021,Q4,balrampur district,161496,6228027
india,uttar-pradesh,2021,Q4,amroha district,262094,10321695
india,uttar-pradesh,2021,Q4,pilibhit district,250203,5578152
india,uttar-pradesh,2021,Q4,mainpuri district,267320,8714957
india,uttar-pradesh,2021,Q4,kanpur dehat district,201743,7039315
india,uttar-pradesh,2021,Q4,jaunpur district,698280,21320725
india,uttar-pradesh,2021,Q4,kaushambi district,136353,4006717
india,uttar-pradesh,2021,Q4,hapur district,309228,12341714
india,uttar-pradesh,2021,Q4,hamirpur district,139019,4101855
india,uttar-pradesh,2021,Q4,meerut district,911852,30248838
india,uttar-pradesh,2021,Q4,mathura district,674711,25736842
india,uttar-pradesh,2021,Q4,chitrakoot district,97682,3192625
india,uttar-pradesh,2021,Q4,lalitpur district,167240,6745680
india,uttar-pradesh,2021,Q4,mau district,314297,9333091
india,uttar-pradesh,2021,Q4,mirzapur district,337415,9532883
india,uttar-pradesh,2021,Q4,bulandshahr district,574654,22212038
india,uttar-pradesh,2021,Q4,gonda district,328086,11353784
india,uttar-pradesh,2021,Q4,jhansi district,497457,18602474
india,uttar-pradesh,2021,Q4,chandauli district,322309,9366865
india,uttar-pradesh,2021,Q4,bhadohi district,245007,6929593
india,uttar-pradesh,2021,Q4,pratapgarh district,397596,12726654
india,uttar-pradesh,2021,Q4,saharanpur district,625876,24467930
india,uttar-pradesh,2021,Q4,bara banki district,313465,9099109
india,uttar-pradesh,2021,Q4,bareilly district,821986,24139955
india,uttar-pradesh,2021,Q4,sitapur district,428710,8366576
india,uttar-pradesh,2021,Q4,sultanpur district,323438,10055921
india,uttar-pradesh,2021,Q4,agra district,1204274,39065873
india,uttar-pradesh,2021,Q4,fatehpur district,244390,6639155
india,uttar-pradesh,2021,Q4,rae bareli district,282965,8007627
india,uttar-pradesh,2021,Q4,firozabad district,443735,13720711
india,uttar-pradesh,2021,Q4,kheri district,480851,8802799
india,uttar-pradesh,2021,Q4,gorakhpur district,964667,31482311
india,uttar-pradesh,2021,Q4,unnao district,316042,8231448
india,uttar-pradesh,2021,Q4,prayagraj district,1414447,41302994
india,uttar-pradesh,2021,Q4,sonbhadra district,292843,11574122
india,uttar-pradesh,2021,Q4,ghazipur district,552224,16930341
india,uttar-pradesh,2021,Q4,farrukhabad district,248877,7866758
india,uttar-pradesh,2021,Q4,kannauj district,213494,6740457
india,uttar-pradesh,2021,Q4,azamgarh district,624474,18834505
india,uttar-pradesh,2021,Q4,ayodhya district,399921,12244724
india,uttar-pradesh,2021,Q4,deoria district,528101,19515010
india,uttar-pradesh,2021,Q4,ghaziabad district,2169109,65620930
india,uttar-pradesh,2022,Q1,amethi district,283285,9549931
india,uttar-pradesh,2022,Q1,siddharthnagar district,286990,14567713
india,uttar-pradesh,2022,Q1,auraiya district,217723,6484845
india,uttar-pradesh,2022,Q1,sambhal district,234926,9010245
india,uttar-pradesh,2022,Q1,kanpur nagar district,1431918,13306305
india,uttar-pradesh,2022,Q1,aligarh district,778769,14195820
india,uttar-pradesh,2022,Q1,mahoba district,117391,9999168
india,uttar-pradesh,2022,Q1,lucknow district,2348173,14805785
india,uttar-pradesh,2022,Q1,sant kabeer nagar district,220942,4404751
india,uttar-pradesh,2022,Q1,hathras district,264734,6198459
india,uttar-pradesh,2022,Q1,budaun district,310467,16137282
india,uttar-pradesh,2022,Q1,moradabad district,528459,9111603
india,uttar-pradesh,2022,Q1,kushinagar district,585162,8878928
india,uttar-pradesh,2022,Q1,baghpat district,273913,5613358
india,uttar-pradesh,2022,Q1,shahjahanpur district,359822,13459500
india,uttar-pradesh,2022,Q1,muzaffarnagar district,510605,11229672
india,uttar-pradesh,2022,Q1,ambedkar nagar district,347805,5487699
india,uttar-pradesh,2022,Q1,bahraich district,262870,16665248
india,uttar-pradesh,2022,Q1,jalaun district,263573,18544106
india,uttar-pradesh,2022,Q1,rampur district,282442,9425506
india,uttar-pradesh,2022,Q1,ballia district,548285,7592872
india,uttar-pradesh,2022,Q1,shravasti district,68179,5565051
india,uttar-pradesh,2022,Q1,kasganj district,182189,5935949
india,uttar-pradesh,2022,Q1,varanasi district,1406056,6339961
india,uttar-pradesh,2022,Q1,gautam buddha nagar district,2822463,19662404
india,uttar-pradesh,2022,Q1,basti district,368788,7282881
india,uttar-pradesh,2022,Q1,shamli district,217044,5332538
india,uttar-pradesh,2022,Q1,maharajganj district,377520,8411383
india,uttar-pradesh,2022,Q1,etawah district,286261,9145306
india,uttar-pradesh,2022,Q1,etah district,246989,8342531
india,uttar-pradesh,2022,Q1,banda district,178647,13262034
india,uttar-pradesh,2022,Q1,bijnor district,505579,16218600
india,uttar-pradesh,2022,Q1,hardoi district,369745,19000597
india,uttar-pradesh,2022,Q1,balrampur district,172888,12140005
india,uttar-pradesh,2022,Q1,amroha district,279928,8078212
india,uttar-pradesh,2022,Q1,pilibhit district,267438,9254610
india,uttar-pradesh,2022,Q1,mainpuri district,285752,8884695
india,uttar-pradesh,2022,Q1,kanpur dehat district,215966,13183908
india,uttar-pradesh,2022,Q1,jaunpur district,745837,8170651
india,uttar-pradesh,2022,Q1,kaushambi district,146004,5561337
india,uttar-pradesh,2022,Q1,hapur district,328694,4935570
india,uttar-pradesh,2022,Q1,hamirpur district,148893,11136453
india,uttar-pradesh,2022,Q1,meerut district,967325,11174775
india,uttar-pradesh,2022,Q1,mathura district,719040,15649266
india,uttar-pradesh,2022,Q1,chitrakoot district,104504,10833118
india,uttar-pradesh,2022,Q1,lalitpur district,178791,22066384
india,uttar-pradesh,2022,Q1,mau district,335310,3294192
india,uttar-pradesh,2022,Q1,mirzapur district,359993,14164109
india,uttar-pradesh,2022,Q1,bulandshahr district,612406,13024759
india,uttar-pradesh,2022,Q1,gonda district,350931,15186086
india,uttar-pradesh,2022,Q1,jhansi district,529169,20172645
india,uttar-pradesh,2022,Q1,chandauli district,343632,6279911
india,uttar-pradesh,2022,Q1,bhadohi district,261266,1976717
india,uttar-pradesh,2022,Q1,pratapgarh district,425208,9394913
india,uttar-pradesh,2022,Q1,saharanpur district,665784,17834197
india,uttar-pradesh,2022,Q1,bara banki district,335222,11548753
india,uttar-pradesh,2022,Q1,bareilly district,875033,14178473
india,uttar-pradesh,2022,Q1,sitapur district,459091,18142935
india,uttar-pradesh,2022,Q1,sultanpur district,345466,6918627
india,uttar-pradesh,2022,Q1,agra district,1279852,18048877
india,uttar-pradesh,2022,Q1,fatehpur district,261545,11261260
india,uttar-pradesh,2022,Q1,rae bareli district,301965,9915965
india,uttar-pradesh,2022,Q1,firozabad district,473859,9080483
india,uttar-pradesh,2022,Q1,kheri district,514743,17952780
india,uttar-pradesh,2022,Q1,gorakhpur district,1027283,13510549
india,uttar-pradesh,2022,Q1,unnao district,337537,13083095
india,uttar-pradesh,2022,Q1,prayagraj district,1504572,19196760
india,uttar-pradesh,2022,Q1,sonbhadra district,312416,25876890
india,uttar-pradesh,2022,Q1,ghazipur district,589549,7240038
india,uttar-pradesh,2022,Q1,farrukhabad district,266001,7563620
india,uttar-pradesh,2022,Q1,kannauj district,228510,7913289
india,uttar-pradesh,2022,Q1,azamgarh district,666213,8513681
india,uttar-pradesh,2022,Q1,ayodhya district,426442,7593013
india,uttar-pradesh,2022,Q1,deoria district,563817,5830458
india,uttar-pradesh,2022,Q1,ghaziabad district,2298103,11991935
india,uttar-pradesh,2022,Q2,amethi district,300525,11436478
india,uttar-pradesh,2022,Q2,siddharthnagar district,304650,19263366
india,uttar-pradesh,2022,Q2,auraiya district,230779,6911646
india,uttar-pradesh,2022,Q2,sambhal district,249076,10661309
india,uttar-pradesh,2022,Q2,kanpur nagar district,1510491,14442072
india,uttar-pradesh,2022,Q2,aligarh district,824034,15990082
india,uttar-pradesh,2022,Q2,mahoba district,124427,11591607
india,uttar-pradesh,2022,Q2,lucknow district,2474317,14476877
india,uttar-pradesh,2022,Q2,sant kabeer nagar district,234372,4813258
india,uttar-pradesh,2022,Q2,hathras district,281014,5967908
india,uttar-pradesh,2022,Q2,budaun district,329179,17746487
india,uttar-pradesh,2022,Q2,moradabad district,558719,9642386
india,uttar-pradesh,2022,Q2,kushinagar district,621030,9558845
india,uttar-pradesh,2022,Q2,baghpat district,289373,5560247
india,uttar-pradesh,2022,Q2,shahjahanpur district,381911,14842623
india,uttar-pradesh,2022,Q2,muzaffarnagar district,539583,12658205
india,uttar-pradesh,2022,Q2,ambedkar nagar district,369511,6540014
india,uttar-pradesh,2022,Q2,bahraich district,278827,20038054
india,uttar-pradesh,2022,Q2,jalaun district,279182,21886956
india,uttar-pradesh,2022,Q2,rampur district,299289,10604808
india,uttar-pradesh,2022,Q2,ballia district,581226,8145856
india,uttar-pradesh,2022,Q2,shravasti district,72312,7204357
india,uttar-pradesh,2022,Q2,kasganj district,193531,6526475
india,uttar-pradesh,2022,Q2,varanasi district,1483315,5512629
india,uttar-pradesh,2022,Q2,gautam buddha nagar district,2973360,18078405
india,uttar-pradesh,2022,Q2,basti district,391480,8659484
india,uttar-pradesh,2022,Q2,shamli district,229756,6598737
india,uttar-pradesh,2022,Q2,maharajganj district,400839,10123844
india,uttar-pradesh,2022,Q2,etawah district,303513,11278786
india,uttar-pradesh,2022,Q2,etah district,262230,9589352
india,uttar-pradesh,2022,Q2,banda district,189165,17115780
india,uttar-pradesh,2022,Q2,bijnor district,534931,19006763
india,uttar-pradesh,2022,Q2,hardoi district,391720,21834845
india,uttar-pradesh,2022,Q2,balrampur district,183374,16050144
india,uttar-pradesh,2022,Q2,amroha district,296694,9135737
india,uttar-pradesh,2022,Q2,pilibhit district,283534,10836549
india,uttar-pradesh,2022,Q2,mainpuri district,303347,10873855
india,uttar-pradesh,2022,Q2,kanpur dehat district,229258,15506392
india,uttar-pradesh,2022,Q2,jaunpur district,790310,8330349
india,uttar-pradesh,2022,Q2,kaushambi district,154837,6074413
india,uttar-pradesh,2022,Q2,hapur district,347378,5135381
india,uttar-pradesh,2022,Q2,hamirpur district,157910,12208162
india,uttar-pradesh,2022,Q2,meerut district,1020429,11351958
india,uttar-pradesh,2022,Q2,mathura district,760584,17031257
india,uttar-pradesh,2022,Q2,chitrakoot district,110760,14874398
india,uttar-pradesh,2022,Q2,lalitpur district,189192,24216903
india,uttar-pradesh,2022,Q2,mau district,355194,3766090
india,uttar-pradesh,2022,Q2,mirzapur district,381259,17213027
india,uttar-pradesh,2022,Q2,bulandshahr district,648058,14215519
india,uttar-pradesh,2022,Q2,gonda district,371929,19015903
india,uttar-pradesh,2022,Q2,jhansi district,558926,21279066
india,uttar-pradesh,2022,Q2,chandauli district,363366,6537683
india,uttar-pradesh,2022,Q2,bhadohi district,276471,1850729
india,uttar-pradesh,2022,Q2,pratapgarh district,450876,10911320
india,uttar-pradesh,2022,Q2,saharanpur district,703431,20499262
india,uttar-pradesh,2022,Q2,bara banki district,355514,12672702
india,uttar-pradesh,2022,Q2,bareilly district,925536,14558216
india,uttar-pradesh,2022,Q2,sitapur district,487160,21608094
india,uttar-pradesh,2022,Q2,sultanpur district,366531,7966232
india,uttar-pradesh,2022,Q2,agra district,1351856,18374965
india,uttar-pradesh,2022,Q2,fatehpur district,277199,14239290
india,uttar-pradesh,2022,Q2,rae bareli district,319786,11772997
india,uttar-pradesh,2022,Q2,firozabad district,502113,9192067
india,uttar-pradesh,2022,Q2,kheri district,546247,21669627
india,uttar-pradesh,2022,Q2,gorakhpur district,1086399,16050337
india,uttar-pradesh,2022,Q2,unnao district,357565,16364762
india,uttar-pradesh,2022,Q2,prayagraj district,1590032,20497875
india,uttar-pradesh,2022,Q2,sonbhadra district,330599,30831544
india,uttar-pradesh,2022,Q2,ghazipur district,624588,7735743
india,uttar-pradesh,2022,Q2,farrukhabad district,282388,8944686
india,uttar-pradesh,2022,Q2,kannauj district,242692,9026735
india,uttar-pradesh,2022,Q2,azamgarh district,705372,9750509
india,uttar-pradesh,2022,Q2,ayodhya district,451594,8074551
india,uttar-pradesh,2022,Q2,deoria district,597729,6041211
india,uttar-pradesh,2022,Q2,ghaziabad district,2421605,10885714
india,uttar-pradesh,2022,Q3,amethi district,317320,12874116
india,uttar-pradesh,2022,Q3,siddharthnagar district,322050,18562556
india,uttar-pradesh,2022,Q3,auraiya district,243880,8616240
india,uttar-pradesh,2022,Q3,sambhal district,263057,13049736
india,uttar-pradesh,2022,Q3,kanpur nagar district,1592126,15019139
india,uttar-pradesh,2022,Q3,aligarh district,869751,18328964
india,uttar-pradesh,2022,Q3,mahoba district,131487,13128704
india,uttar-pradesh,2022,Q3,lucknow district,2604663,15412388
india,uttar-pradesh,2022,Q3,sant kabeer nagar district,248266,4260638
india,uttar-pradesh,2022,Q3,hathras district,297339,6404007
india,uttar-pradesh,2022,Q3,budaun district,347766,22880376
india,uttar-pradesh,2022,Q3,moradabad district,590056,10611628
india,uttar-pradesh,2022,Q3,kushinagar district,658326,8588447
india,uttar-pradesh,2022,Q3,baghpat district,305082,5125847
india,uttar-pradesh,2022,Q3,shahjahanpur district,403737,18268289
india,uttar-pradesh,2022,Q3,muzaffarnagar district,569122,11393607
india,uttar-pradesh,2022,Q3,ambedkar nagar district,391497,7173461
india,uttar-pradesh,2022,Q3,bahraich district,293586,25343569
india,uttar-pradesh,2022,Q3,jalaun district,294643,23114041
india,uttar-pradesh,2022,Q3,rampur district,316113,12867095
india,uttar-pradesh,2022,Q3,ballia district,615476,6722824
india,uttar-pradesh,2022,Q3,shravasti district,76201,10193617
india,uttar-pradesh,2022,Q3,kasganj district,204628,8007433
india,uttar-pradesh,2022,Q3,varanasi district,1563730,4529669
india,uttar-pradesh,2022,Q3,gautam buddha nagar district,3130224,17308615
india,uttar-pradesh,2022,Q3,basti district,414256,8548209
india,uttar-pradesh,2022,Q3,shamli district,242580,7118766
india,uttar-pradesh,2022,Q3,maharajganj district,424361,10002920
india,uttar-pradesh,2022,Q3,etawah district,320846,11291764
india,uttar-pradesh,2022,Q3,etah district,276844,12994362
india,uttar-pradesh,2022,Q3,banda district,199461,17195919
india,uttar-pradesh,2022,Q3,bijnor district,564365,19324381
india,uttar-pradesh,2022,Q3,hardoi district,413101,24728937
india,uttar-pradesh,2022,Q3,balrampur district,193583,19475275
india,uttar-pradesh,2022,Q3,amroha district,313538,10652187
india,uttar-pradesh,2022,Q3,pilibhit district,299722,12620949
india,uttar-pradesh,2022,Q3,mainpuri district,320417,12059600
india,uttar-pradesh,2022,Q3,kanpur dehat district,242363,17931459
india,uttar-pradesh,2022,Q3,jaunpur district,836999,8200672
india,uttar-pradesh,2022,Q3,kaushambi district,163634,6261255
india,uttar-pradesh,2022,Q3,hapur district,366537,5376740
india,uttar-pradesh,2022,Q3,hamirpur district,166804,13111909
india,uttar-pradesh,2022,Q3,meerut district,1075255,11886840
india,uttar-pradesh,2022,Q3,mathura district,803538,18080955
india,uttar-pradesh,2022,Q3,chitrakoot district,116747,15666318
india,uttar-pradesh,2022,Q3,lalitpur district,199494,29237113
india,uttar-pradesh,2022,Q3,mau district,375672,3688508
india,uttar-pradesh,2022,Q3,mirzapur district,402235,19237238
india,uttar-pradesh,2022,Q3,bulandshahr district,684412,14557438
india,uttar-pradesh,2022,Q3,gonda district,392403,18782702
india,uttar-pradesh,2022,Q3,jhansi district,589478,25388945
india,uttar-pradesh,2022,Q3,chandauli district,384127,6985851
india,uttar-pradesh,2022,Q3,bhadohi district,292737,1539529
india,uttar-pradesh,2022,Q3,pratapgarh district,476843,11074622
india,uttar-pradesh,2022,Q3,saharanpur district,741236,21605787
india,uttar-pradesh,2022,Q3,bara banki district,375287,15079533
india,uttar-pradesh,2022,Q3,bareilly district,977218,17067283
india,uttar-pradesh,2022,Q3,sitapur district,514752,26067655
india,uttar-pradesh,2022,Q3,sultanpur district,387814,8331039
india,uttar-pradesh,2022,Q3,agra district,1426154,20256530
