country,state,year,quarter,states,registered_users,apps_opened
india,odisha,2022,Q2,jharsuguda district,247348,10509895
india,odisha,2022,Q2,kandhamal district,117216,18747026
india,odisha,2022,Q2,deogarh district,53242,9142000
india,odisha,2022,Q2,sundargarh district,625606,44748581
india,odisha,2022,Q2,jagatsinghapur district,414004,6001985
india,odisha,2022,Q2,balangir district,335510,30546407
india,odisha,2022,Q2,baleshwar district,769737,16393327
india,odisha,2022,Q2,puri district,595694,13831227
india,odisha,2022,Q2,sonepur district,133295,10960661
india,odisha,2022,Q2,khordha district,1924289,22124501
india,odisha,2022,Q2,boudh district,82326,9202348
india,odisha,2022,Q2,gajapati district,105268,18586944
india,odisha,2022,Q2,nayagarh district,274898,13931319
india,odisha,2022,Q2,nabarangpur district,124828,31033185
india,odisha,2022,Q2,kendrapara district,406125,10419790
india,odisha,2022,Q2,cuttack district,1077286,17235109
india,odisha,2022,Q3,rayagada district,222586,33945163
india,odisha,2022,Q3,koraput district,249470,53647667
india,odisha,2022,Q3,malkangiri district,89362,23837496
india,odisha,2022,Q3,sambalpur district,375127,27943716
india,odisha,2022,Q3,kalahandi district,315775,40099719
india,odisha,2022,Q3,anugul district,464296,19729655
india,odisha,2022,Q3,ganjam district,1054407,38860922
india,odisha,2022,Q3,jajapur district,709685,13224455
india,odisha,2022,Q3,bargarh district,320560,27614270
india,odisha,2022,Q3,dhenkanal district,372560,23712251
india,odisha,2022,Q3,bhadrak district,535581,9788610
india,odisha,2022,Q3,nuapada district,107220,19020938
india,odisha,2022,Q3,kendujhar district,523219,43193575
india,odisha,2022,Q3,mayurbhanj district,475312,45099249
india,odisha,2022,Q3,jharsuguda district,260834,11635221
india,odisha,2022,Q3,kandhamal district,123544,20408655
india,odisha,2022,Q3,deogarh district,55962,8639893
india,odisha,2022,Q3,sundargarh district,658859,49671724
india,odisha,2022,Q3,jagatsinghapur district,436498,5968654
india,odisha,2022,Q3,balangir district,353484,39157906
india,odisha,2022,Q3,baleshwar district,812109,15492753
india,odisha,2022,Q3,puri district,627710,12891436
india,odisha,2022,Q3,sonepur district,140448,12360126
india,odisha,2022,Q3,khordha district,2025108,20626170
india,odisha,2022,Q3,boudh district,86776,11356098
india,odisha,2022,Q3,gajapati district,111136,18699712
india,odisha,2022,Q3,nayagarh district,290094,14922946
india,odisha,2022,Q3,nabarangpur district,131269,36138099
india,odisha,2022,Q3,kendrapara district,428410,10854747
india,odisha,2022,Q3,cuttack district,1135881,16934098
india,odisha,2022,Q4,rayagada district,233250,14316175
india,odisha,2022,Q4,koraput district,260639,16992431
india,odisha,2022,Q4,malkangiri district,93093,6342406
india,odisha,2022,Q4,sambalpur district,392612,21257755
india,odisha,2022,Q4,kalahandi district,330196,18366255
india,odisha,2022,Q4,anugul district,486514,22286387
india,odisha,2022,Q4,ganjam district,1105095,51733365
india,odisha,2022,Q4,jajapur district,743948,41705177
india,odisha,2022,Q4,bargarh district,334060,16393602
india,odisha,2022,Q4,dhenkanal district,389751,18946953
india,odisha,2022,Q4,bhadrak district,560896,26309764
india,odisha,2022,Q4,nuapada district,111771,6654100
india,odisha,2022,Q4,kendujhar district,547019,28270009
india,odisha,2022,Q4,mayurbhanj district,495920,22223760
india,odisha,2022,Q4,jharsuguda district,273411,15959473
india,odisha,2022,Q4,kandhamal district,129217,5092507
india,odisha,2022,Q4,deogarh district,58213,2499036
india,odisha,2022,Q4,sundargarh district,689753,36013906
india,odisha,2022,Q4,jagatsinghapur district,457355,21518826
india,odisha,2022,Q4,balangir district,369088,18504795
india,odisha,2022,Q4,baleshwar district,850800,38032263
india,odisha,2022,Q4,puri district,657668,32735944
india,odisha,2022,Q4,sonepur district,146518,6082316
india,odisha,2022,Q4,khordha district,2124474,121676587
india,odisha,2022,Q4,boudh district,90477,3930821
india,odisha,2022,Q4,gajapati district,116235,6529748
india,odisha,2022,Q4,nayagarh district,303718,12978384
india,odisha,2022,Q4,nabarangpur district,136384,9757473
india,odisha,2022,Q4,kendrapara district,448239,22329029
india,odisha,2022,Q4,cuttack district,1190925,60660007
india,puducherry,2018,Q1,karaikal district,3628,0
india,puducherry,2018,Q1,puducherry district,42117,0
india,puducherry,2018,Q1,yanam district,2500,0
india,puducherry,2018,Q1,mahe district,1073,0
india,puducherry,2018,Q2,karaikal district,5393,0
india,puducherry,2018,Q2,puducherry district,55513,0
india,puducherry,2018,Q2,yanam district,3232,0
india,puducherry,2018,Q2,mahe district,1442,0
india,puducherry,2018,Q3,karaikal district,7174,0
india,puducherry,2018,Q3,puducherry district,68634,0
india,puducherry,2018,Q3,yanam district,3926,0
india,puducherry,2018,Q3,mahe district,1812,0
india,puducherry,2018,Q4,karaikal district,9578,0
india,puducherry,2018,Q4,puducherry district,92629,0
india,puducherry,2018,Q4,yanam district,4901,0
india,puducherry,2018,Q4,mahe district,2386,0
india,puducherry,2019,Q1,karaikal district,11549,0
india,puducherry,2019,Q1,puducherry district,112798,0
india,puducherry,2019,Q1,yanam district,5814,0
india,puducherry,2019,Q1,mahe district,2898,0
india,puducherry,2019,Q2,karaikal district,13827,45356
india,puducherry,2019,Q2,puducherry district,132703,566583
india,puducherry,2019,Q2,yanam district,6485,39930
india,puducherry,2019,Q2,mahe district,3443,10063
india,puducherry,2019,Q3,karaikal district,15875,175756
india,puducherry,2019,Q3,puducherry district,150642,2105679
india,puducherry,2019,Q3,yanam district,7342,158152
india,puducherry,2019,Q3,mahe district,4009,37335
india,puducherry,2019,Q4,karaikal district,18134,230172
india,puducherry,2019,Q4,puducherry district,173175,2763947
india,puducherry,2019,Q4,yanam district,8287,220025
india,puducherry,2019,Q4,mahe district,4696,48978
india,puducherry,2020,Q1,karaikal district,20775,261910
india,puducherry,2020,Q1,puducherry district,195398,3223716
india,puducherry,2020,Q1,yanam district,9266,278779
india,puducherry,2020,Q1,mahe district,5469,56538
india,puducherry,2020,Q2,karaikal district,23612,239666
india,puducherry,2020,Q2,puducherry district,215429,2472371
india,puducherry,2020,Q2,yanam district,10164,283991
india,puducherry,2020,Q2,mahe district,6395,61580
india,puducherry,2020,Q3,karaikal district,26910,303955
india,puducherry,2020,Q3,puducherry district,239707,3437500
india,puducherry,2020,Q3,yanam district,11054,396823
india,puducherry,2020,Q3,mahe district,7502,83881
india,puducherry,2020,Q4,karaikal district,30982,444319
india,puducherry,2020,Q4,puducherry district,267946,5242950
india,puducherry,2020,Q4,yanam district,12131,565602
india,puducherry,2020,Q4,mahe district,8567,124265
india,puducherry,2021,Q1,karaikal district,33876,582052
india,puducherry,2021,Q1,puducherry district,290107,6568964
india,puducherry,2021,Q1,yanam district,13005,612423
india,puducherry,2021,Q1,mahe district,9291,151068
india,puducherry,2021,Q2,karaikal district,36328,493882
india,puducherry,2021,Q2,puducherry district,309892,4103659
india,puducherry,2021,Q2,yanam district,13854,479412
india,puducherry,2021,Q2,mahe district,9887,101963
india,puducherry,2021,Q3,karaikal district,39011,657821
india,puducherry,2021,Q3,puducherry district,332193,5490447
india,puducherry,2021,Q3,yanam district,14823,611578
india,puducherry,2021,Q3,mahe district,10582,139746
india,puducherry,2021,Q4,karaikal district,41695,1155805
india,puducherry,2021,Q4,puducherry district,354425,11785427
india,puducherry,2021,Q4,yanam district,15809,1029025
india,puducherry,2021,Q4,mahe district,11238,287311
india,puducherry,2022,Q1,karaikal district,44201,667015
india,puducherry,2022,Q1,puducherry district,375238,2813406
india,puducherry,2022,Q1,yanam district,16747,383417
india,puducherry,2022,Q1,mahe district,11865,74819
india,puducherry,2022,Q2,karaikal district,46573,782743
india,puducherry,2022,Q2,puducherry district,394977,2718826
india,puducherry,2022,Q2,yanam district,17644,253293
india,puducherry,2022,Q2,mahe district,12469,75428
india,puducherry,2022,Q3,karaikal district,49034,1156331
india,puducherry,2022,Q3,puducherry district,415847,2728263
india,puducherry,2022,Q3,yanam district,18606,212475
india,puducherry,2022,Q3,mahe district,13083,89842
india,puducherry,2022,Q4,karaikal district,51364,2116333
india,puducherry,2022,Q4,puducherry district,436067,20318650
india,puducherry,2022,Q4,yanam district,19579,1250177
india,puducherry,2022,Q4,mahe district,13639,459024
india,punjab,2018,Q1,shahid bhagat singh nagar district,7519,0
india,punjab,2018,Q1,fazilka district,44823,0
india,punjab,2018,Q1,barnala district,12242,0
india,punjab,2018,Q1,mansa district,20521,0
india,punjab,2018,Q1,ludhiana district,168625,0
india,punjab,2018,Q1,sri muktsar sahib district,21239,0
india,punjab,2018,Q1,patiala district,66507,0
india,punjab,2018,Q1,pathankot district,20420,0
india,punjab,2018,Q1,fatehgarh sahib district,14764,0
india,punjab,2018,Q1,rupnagar district,17004,0
india,punjab,2018,Q1,tarn taran district,11244,0
india,punjab,2018,Q1,sas nagar district,121113,0
india,punjab,2018,Q1,sangrur district,37485,0
india,punjab,2018,Q1,jalandhar district,57808,0
india,punjab,2018,Q1,bathinda district,52466,0
india,punjab,2018,Q1,kapurthala district,18281,0
india,punjab,2018,Q1,firozepur district,19987,0
india,punjab,2018,Q1,gurdaspur district,21372,0
india,punjab,2018,Q1,amritsar district,59685,0
india,punjab,2018,Q1,faridkot district,14795,0
india,punjab,2018,Q1,hoshiarpur district,25348,0
india,punjab,2018,Q1,moga district,13894,0
india,punjab,2018,Q2,shahid bhagat singh nagar district,10332,0
india,punjab,2018,Q2,fazilka district,60134,0
india,punjab,2018,Q2,barnala district,16405,0
india,punjab,2018,Q2,mansa district,27053,0
india,punjab,2018,Q2,ludhiana district,230404,0
india,punjab,2018,Q2,sri muktsar sahib district,28590,0
india,punjab,2018,Q2,patiala district,90123,0
india,punjab,2018,Q2,pathankot district,29096,0
india,punjab,2018,Q2,fatehgarh sahib district,20549,0
india,punjab,2018,Q2,rupnagar district,23246,0
india,punjab,2018,Q2,tarn taran district,15514,0
india,punjab,2018,Q2,sas nagar district,161605,0
india,punjab,2018,Q2,sangrur district,50749,0
india,punjab,2018,Q2,jalandhar district,79991,0
india,punjab,2018,Q2,bathinda district,70948,0
india,punjab,2018,Q2,kapurthala district,24556,0
india,punjab,2018,Q2,firozepur district,27110,0
india,punjab,2018,Q2,gurdaspur district,29910,0
india,punjab,2018,Q2,amritsar district,82735,0
india,punjab,2018,Q2,faridkot district,19714,0
india,punjab,2018,Q2,hoshiarpur district,34576,0
india,punjab,2018,Q2,moga district,18850,0
india,punjab,2018,Q3,shahid bhagat singh nagar district,13651,0
india,punjab,2018,Q3,fazilka district,73785,0
india,punjab,2018,Q3,barnala district,20578,0
india,punjab,2018,Q3,mansa district,32798,0
india,punjab,2018,Q3,ludhiana district,296414,0
india,punjab,2018,Q3,sri muktsar sahib district,35579,0
india,punjab,2018,Q3,patiala district,113902,0
india,punjab,2018,Q3,pathankot district,37880,0
india,punjab,2018,Q3,fatehgarh sahib district,26642,0
india,punjab,2018,Q3,rupnagar district,30201,0
india,punjab,2018,Q3,tarn taran district,21326,0
india,punjab,2018,Q3,sas nagar district,201458,0
india,punjab,2018,Q3,sangrur district,64978,0
india,punjab,2018,Q3,jalandhar district,104824,0
india,punjab,2018,Q3,bathinda district,88508,0
india,punjab,2018,Q3,kapurthala district,31128,0
india,punjab,2018,Q3,firozepur district,34756,0
india,punjab,2018,Q3,gurdaspur district,39920,0
india,punjab,2018,Q3,amritsar district,108935,0
india,punjab,2018,Q3,faridkot district,25150,0
india,punjab,2018,Q3,hoshiarpur district,45862,0
india,punjab,2018,Q3,moga district,24873,0
india,punjab,2018,Q4,shahid bhagat singh nagar district,17534,0
india,punjab,2018,Q4,fazilka district,89590,0
india,punjab,2018,Q4,barnala district,25961,0
india,punjab,2018,Q4,mansa district,39841,0
india,punjab,2018,Q4,ludhiana district,378237,0
india,punjab,2018,Q4,sri muktsar sahib district,44046,0
india,punjab,2018,Q4,patiala district,142989,0
india,punjab,2018,Q4,pathankot district,49244,0
india,punjab,2018,Q4,fatehgarh sahib district,33652,0
india,punjab,2018,Q4,rupnagar district,38623,0
india,punjab,2018,Q4,tarn taran district,27566,0
india,punjab,2018,Q4,sas nagar district,250733,0
india,punjab,2018,Q4,sangrur district,82334,0
india,punjab,2018,Q4,jalandhar district,135966,0
india,punjab,2018,Q4,bathinda district,109505,0
india,punjab,2018,Q4,kapurthala district,39412,0
india,punjab,2018,Q4,firozepur district,44095,0
india,punjab,2018,Q4,gurdaspur district,51644,0
india,punjab,2018,Q4,amritsar district,141933,0
india,punjab,2018,Q4,faridkot district,31389,0
india,punjab,2018,Q4,hoshiarpur district,59684,0
india,punjab,2018,Q4,moga district,31737,0
india,punjab,2019,Q1,shahid bhagat singh nagar district,21180,0
india,punjab,2019,Q1,fazilka district,104942,0
india,punjab,2019,Q1,barnala district,30391,0
india,punjab,2019,Q1,mansa district,45716,0
india,punjab,2019,Q1,ludhiana district,454370,0
india,punjab,2019,Q1,sri muktsar sahib district,51650,0
india,punjab,2019,Q1,patiala district,169872,0
india,punjab,2019,Q1,pathankot district,59669,0
india,punjab,2019,Q1,fatehgarh sahib district,40342,0
india,punjab,2019,Q1,rupnagar district,46877,0
india,punjab,2019,Q1,tarn taran district,33774,0
india,punjab,2019,Q1,sas nagar district,298288,0
india,punjab,2019,Q1,sangrur district,97326,0
india,punjab,2019,Q1,jalandhar district,164130,0
india,punjab,2019,Q1,bathinda district,128070,0
india,punjab,2019,Q1,kapurthala district,46907,0
india,punjab,2019,Q1,firozepur district,52617,0
india,punjab,2019,Q1,gurdaspur district,62502,0
india,punjab,2019,Q1,amritsar district,171264,0
india,punjab,2019,Q1,faridkot district,36743,0
india,punjab,2019,Q1,hoshiarpur district,72128,0
india,punjab,2019,Q1,moga district,37832,0
india,punjab,2019,Q2,shahid bhagat singh nagar district,25320,102924
india,punjab,2019,Q2,fazilka district,118707,459649
india,punjab,2019,Q2,barnala district,35343,119349
india,punjab,2019,Q2,mansa district,51398,161840
india,punjab,2019,Q2,ludhiana district,528745,2411531
india,punjab,2019,Q2,sri muktsar sahib district,58786,197260
india,punjab,2019,Q2,patiala district,199960,791726
india,punjab,2019,Q2,pathankot district,69833,309317
india,punjab,2019,Q2,fatehgarh sahib district,47880,186325
india,punjab,2019,Q2,rupnagar district,55694,227620
india,punjab,2019,Q2,tarn taran district,40585,150645
india,punjab,2019,Q2,sas nagar district,343153,1753782
india,punjab,2019,Q2,sangrur district,111996,402287
india,punjab,2019,Q2,jalandhar district,195283,815326
india,punjab,2019,Q2,bathinda district,145282,561572
india,punjab,2019,Q2,kapurthala district,55315,301803
india,punjab,2019,Q2,firozepur district,61557,249204
india,punjab,2019,Q2,gurdaspur district,75170,266633
india,punjab,2019,Q2,amritsar district,206517,849970
india,punjab,2019,Q2,faridkot district,42444,150056
india,punjab,2019,Q2,hoshiarpur district,86022,299806
india,punjab,2019,Q2,moga district,45122,159469
india,punjab,2019,Q3,shahid bhagat singh nagar district,29058,358302
india,punjab,2019,Q3,fazilka district,132573,1615296
india,punjab,2019,Q3,barnala district,40352,424937
india,punjab,2019,Q3,mansa district,56807,547782
india,punjab,2019,Q3,ludhiana district,601479,8692321
india,punjab,2019,Q3,sri muktsar sahib district,66098,684183
india,punjab,2019,Q3,patiala district,229488,3089142
india,punjab,2019,Q3,pathankot district,79266,1050471
india,punjab,2019,Q3,fatehgarh sahib district,55452,710529
india,punjab,2019,Q3,rupnagar district,64333,791936
india,punjab,2019,Q3,tarn taran district,47784,542647
india,punjab,2019,Q3,sas nagar district,385263,6868841
india,punjab,2019,Q3,sangrur district,127329,1545980
india,punjab,2019,Q3,jalandhar district,225027,3028235
india,punjab,2019,Q3,bathinda district,162800,2039631
india,punjab,2019,Q3,kapurthala district,63785,1777578
india,punjab,2019,Q3,firozepur district,70387,893976
india,punjab,2019,Q3,gurdaspur district,87043,911184
