country,state,year,quarter,transaction_type,transaction_count,total_amount
India,bihar,2019,Q2,Recharge & bill payments,9279442,1996804238
India,bihar,2019,Q2,Merchant payments,4365465,2308145849
India,bihar,2019,Q2,Financial Services,129603,63338108
India,bihar,2019,Q2,Others,348520,382864846
India,bihar,2019,Q3,Peer-to-peer payments,15446119,61831776093
India,bihar,2019,Q3,Recharge & bill payments,9115040,2140566974
India,bihar,2019,Q3,Merchant payments,7206001,3413490288
India,bihar,2019,Q3,Financial Services,89997,20145460
India,bihar,2019,Q3,Others,282743,286804437
India,bihar,2019,Q4,Peer-to-peer payments,26337842,86340631422
India,bihar,2019,Q4,Recharge & bill payments,11358597,2649616529
India,bihar,2019,Q4,Merchant payments,5519582,4177574379
India,bihar,2019,Q4,Financial Services,100192,18815964
India,bihar,2019,Q4,Others,214101,126788281
India,bihar,2020,Q1,Peer-to-peer payments,23163922,99873688132
India,bihar,2020,Q1,Recharge & bill payments,13837430,3680590624
India,bihar,2020,Q1,Merchant payments,7822567,5562692116
India,bihar,2020,Q1,Financial Services,57233,23954789
India,bihar,2020,Q1,Others,200663,115927863
India,bihar,2020,Q2,Peer-to-peer payments,26572651,116244368941
India,bihar,2020,Q2,Recharge & bill payments,19522564,5642294772
India,bihar,2020,Q2,Merchant payments,7011681,6760404421
India,bihar,2020,Q2,Financial Services,73119,54077813
India,bihar,2020,Q2,Others,206727,105377680
India,bihar,2020,Q3,Peer-to-peer payments,37294332,153664683751
India,bihar,2020,Q3,Recharge & bill payments,19027978,6313780616
India,bihar,2020,Q3,Merchant payments,14777337,13111735855
India,bihar,2020,Q3,Financial Services,104135,81355476
India,bihar,2020,Q3,Others,299966,157309412
India,bihar,2020,Q4,Peer-to-peer payments,49432098,208484557891
India,bihar,2020,Q4,Merchant payments,26750991,23185594534
India,bihar,2020,Q4,Recharge & bill payments,19908687,6926960996
India,bihar,2020,Q4,Financial Services,119416,100785736
India,bihar,2020,Q4,Others,380481,207713978
India,bihar,2021,Q1,Peer-to-peer payments,58566582,242013312361
India,bihar,2021,Q1,Merchant payments,33959313,30171144593
India,bihar,2021,Q1,Recharge & bill payments,21974086,8505455545
India,bihar,2021,Q1,Financial Services,124277,112949858
India,bihar,2021,Q1,Others,308219,170787342
India,bihar,2021,Q2,Peer-to-peer payments,78694099,319758683264
India,bihar,2021,Q2,Merchant payments,44686786,43458914639
India,bihar,2021,Q2,Recharge & bill payments,31646149,11030849713
India,bihar,2021,Q2,Financial Services,149791,116086345
India,bihar,2021,Q2,Others,426797,215721223
India,bihar,2021,Q3,Peer-to-peer payments,92785704,331514102784
India,bihar,2021,Q3,Merchant payments,64094961,53849745604
India,bihar,2021,Q3,Recharge & bill payments,30081746,11327303470
India,bihar,2021,Q3,Financial Services,135748,130349071
India,bihar,2021,Q3,Others,572954,241260025
India,bihar,2021,Q4,Peer-to-peer payments,117340712,423665098014
India,bihar,2021,Q4,Merchant payments,95992559,81729122295
India,bihar,2021,Q4,Recharge & bill payments,30824177,13438634948
India,bihar,2021,Q4,Financial Services,186298,173358268
India,bihar,2021,Q4,Others,783199,365400541
India,bihar,2022,Q1,Peer-to-peer payments,138085265,500024806542
India,bihar,2022,Q1,Merchant payments,114892163,95507710275
India,bihar,2022,Q1,Recharge & bill payments,30545266,15431605247
India,bihar,2022,Q1,Financial Services,169722,148088975
India,bihar,2022,Q1,Others,698018,299484690
India,bihar,2022,Q2,Peer-to-peer payments,164119431,610448610667
India,bihar,2022,Q2,Merchant payments,158289353,126423430586
India,bihar,2022,Q2,Recharge & bill payments,36950622,17225668601
India,bihar,2022,Q2,Financial Services,124199,116203820
India,bihar,2022,Q2,Others,661424,247541289
India,bihar,2022,Q3,Merchant payments,198273336,137873615624
India,bihar,2022,Q3,Peer-to-peer payments,192304951,632747186972
India,bihar,2022,Q3,Recharge & bill payments,46044353,20417791249
India,bihar,2022,Q3,Financial Services,179533,161987346
India,bihar,2022,Q3,Others,565212,245905365
India,bihar,2022,Q4,Merchant payments,243777692,172924170171
India,bihar,2022,Q4,Peer-to-peer payments,225487662,739870172148
India,bihar,2022,Q4,Recharge & bill payments,47054083,22729599211
India,bihar,2022,Q4,Financial Services,205989,199208429
India,bihar,2022,Q4,Others,559223,288999714
India,chandigarh,2018,Q1,Recharge & bill payments,201262,47479581
India,chandigarh,2018,Q1,Peer-to-peer payments,135136,527998849
India,chandigarh,2018,Q1,Merchant payments,21431,19477066
India,chandigarh,2018,Q1,Financial Services,8473,1865618
India,chandigarh,2018,Q1,Others,15593,16614305
India,chandigarh,2018,Q2,Recharge & bill payments,224548,76722906
India,chandigarh,2018,Q2,Peer-to-peer payments,194627,835296156
India,chandigarh,2018,Q2,Merchant payments,34606,29408471
India,chandigarh,2018,Q2,Financial Services,11927,3679451
India,chandigarh,2018,Q2,Others,13376,16116275
India,chandigarh,2018,Q3,Peer-to-peer payments,295358,1217617705
India,chandigarh,2018,Q3,Recharge & bill payments,236445,100639674
India,chandigarh,2018,Q3,Merchant payments,64998,37560565
India,chandigarh,2018,Q3,Financial Services,7642,1302311
India,chandigarh,2018,Q3,Others,12493,12234189
India,chandigarh,2018,Q4,Peer-to-peer payments,431461,1793871702
India,chandigarh,2018,Q4,Recharge & bill payments,310527,128130475
India,chandigarh,2018,Q4,Merchant payments,135266,94010713
India,chandigarh,2018,Q4,Financial Services,10008,2039811
India,chandigarh,2018,Q4,Others,17854,14538888
India,chandigarh,2019,Q1,Peer-to-peer payments,689400,2123866601
India,chandigarh,2019,Q1,Recharge & bill payments,390610,161414934
India,chandigarh,2019,Q1,Merchant payments,169984,97230471
India,chandigarh,2019,Q1,Financial Services,7412,917030
India,chandigarh,2019,Q1,Others,17070,12603012
India,chandigarh,2019,Q2,Peer-to-peer payments,604849,2339922407
India,chandigarh,2019,Q2,Recharge & bill payments,342294,185659011
India,chandigarh,2019,Q2,Merchant payments,277811,152766864
India,chandigarh,2019,Q2,Financial Services,5590,839765
India,chandigarh,2019,Q2,Others,21926,13928050
India,chandigarh,2019,Q3,Peer-to-peer payments,722233,2815184152
India,chandigarh,2019,Q3,Merchant payments,447069,226535908
India,chandigarh,2019,Q3,Recharge & bill payments,308219,213884900
India,chandigarh,2019,Q3,Financial Services,2447,794918
India,chandigarh,2019,Q3,Others,26575,13282206
India,chandigarh,2019,Q4,Peer-to-peer payments,927850,3586763928
India,chandigarh,2019,Q4,Merchant payments,561630,318692521
India,chandigarh,2019,Q4,Recharge & bill payments,338203,237695594
India,chandigarh,2019,Q4,Financial Services,1911,654298
India,chandigarh,2019,Q4,Others,21321,8707473
India,chandigarh,2020,Q1,Peer-to-peer payments,1087401,4421372542
India,chandigarh,2020,Q1,Merchant payments,764832,438193845
India,chandigarh,2020,Q1,Recharge & bill payments,389851,257250007
India,chandigarh,2020,Q1,Financial Services,1574,1406138
India,chandigarh,2020,Q1,Others,18853,8230536
India,chandigarh,2020,Q2,Peer-to-peer payments,766698,3293060119
India,chandigarh,2020,Q2,Merchant payments,390906,331423259
India,chandigarh,2020,Q2,Recharge & bill payments,361577,214425229
India,chandigarh,2020,Q2,Financial Services,1797,3982005
India,chandigarh,2020,Q2,Others,7032,4125116
India,chandigarh,2020,Q3,Peer-to-peer payments,981986,4178346395
India,chandigarh,2020,Q3,Merchant payments,796634,604271248
India,chandigarh,2020,Q3,Recharge & bill payments,366353,296964794
India,chandigarh,2020,Q3,Financial Services,2643,5254415
India,chandigarh,2020,Q3,Others,10470,4972498
India,chandigarh,2020,Q4,Merchant payments,1322026,939307675
India,chandigarh,2020,Q4,Peer-to-peer payments,1159377,4872318731
India,chandigarh,2020,Q4,Recharge & bill payments,409997,320731281
India,chandigarh,2020,Q4,Financial Services,3346,4400109
India,chandigarh,2020,Q4,Others,17970,10005102
India,chandigarh,2021,Q1,Merchant payments,1799072,1210594490
India,chandigarh,2021,Q1,Peer-to-peer payments,1472084,5916467167
India,chandigarh,2021,Q1,Recharge & bill payments,678396,451109555
India,chandigarh,2021,Q1,Financial Services,5111,7700394
India,chandigarh,2021,Q1,Others,15574,10549252
India,chandigarh,2021,Q2,Merchant payments,1926913,1390989390
India,chandigarh,2021,Q2,Peer-to-peer payments,1663559,6541132352
India,chandigarh,2021,Q2,Recharge & bill payments,806710,467698864
India,chandigarh,2021,Q2,Financial Services,5502,7394941
India,chandigarh,2021,Q2,Others,14863,10458390
India,chandigarh,2021,Q3,Merchant payments,3179506,2245390329
India,chandigarh,2021,Q3,Peer-to-peer payments,2434417,8927868098
India,chandigarh,2021,Q3,Recharge & bill payments,1008585,620437997
India,chandigarh,2021,Q3,Financial Services,5700,7960844
India,chandigarh,2021,Q3,Others,21170,14225734
India,chandigarh,2021,Q4,Merchant payments,4056249,3041038519
India,chandigarh,2021,Q4,Peer-to-peer payments,2797561,10610461952
India,chandigarh,2021,Q4,Recharge & bill payments,1013153,693790747
India,chandigarh,2021,Q4,Financial Services,7038,10459431
India,chandigarh,2021,Q4,Others,24902,17832859
India,chandigarh,2022,Q1,Merchant payments,4511757,3264574793
India,chandigarh,2022,Q1,Peer-to-peer payments,3012464,11150701028
India,chandigarh,2022,Q1,Recharge & bill payments,1046187,731347957
India,chandigarh,2022,Q1,Financial Services,7228,13538635
India,chandigarh,2022,Q1,Others,22855,14829134
India,chandigarh,2022,Q2,Merchant payments,6136803,3919372475
India,chandigarh,2022,Q2,Peer-to-peer payments,3489382,12549248085
India,chandigarh,2022,Q2,Recharge & bill payments,1119367,792957088
India,chandigarh,2022,Q2,Financial Services,6673,8943857
India,chandigarh,2022,Q2,Others,20264,12978651
India,chandigarh,2022,Q3,Merchant payments,7665907,4713972532
India,chandigarh,2022,Q3,Peer-to-peer payments,4423590,14788179156
India,chandigarh,2022,Q3,Recharge & bill payments,1360342,1033530639
India,chandigarh,2022,Q3,Financial Services,8868,9918740
India,chandigarh,2022,Q3,Others,19466,14156668
India,chandigarh,2022,Q4,Merchant payments,10170372,6570336079
India,chandigarh,2022,Q4,Peer-to-peer payments,5951989,20013621495
India,chandigarh,2022,Q4,Recharge & bill payments,1749647,1267654269
India,chandigarh,2022,Q4,Financial Services,10778,12000766
India,chandigarh,2022,Q4,Others,22054,16141955
India,chhattisgarh,2018,Q1,Recharge & bill payments,1177618,206518662
India,chhattisgarh,2018,Q1,Peer-to-peer payments,550697,1838238336
India,chhattisgarh,2018,Q1,Merchant payments,42411,39708474
India,chhattisgarh,2018,Q1,Financial Services,33002,7350624
India,chhattisgarh,2018,Q1,Others,87786,57339459
India,chhattisgarh,2018,Q2,Recharge & bill payments,1643461,351709628
India,chhattisgarh,2018,Q2,Peer-to-peer payments,933066,3703114547
India,chhattisgarh,2018,Q2,Merchant payments,118438,129967815
India,chhattisgarh,2018,Q2,Financial Services,40299,9405941
India,chhattisgarh,2018,Q2,Others,80892,69972510
India,chhattisgarh,2018,Q3,Recharge & bill payments,1911374,443460556
India,chhattisgarh,2018,Q3,Peer-to-peer payments,1619886,5647949187
India,chhattisgarh,2018,Q3,Merchant payments,220572,145342066
India,chhattisgarh,2018,Q3,Financial Services,31927,6195179
India,chhattisgarh,2018,Q3,Others,75845,59360083
India,chhattisgarh,2018,Q4,Recharge & bill payments,2438959,554514488
India,chhattisgarh,2018,Q4,Peer-to-peer payments,2342713,8450105299
India,chhattisgarh,2018,Q4,Merchant payments,458091,331842964
India,chhattisgarh,2018,Q4,Financial Services,42199,9709810
India,chhattisgarh,2018,Q4,Others,83882,70240102
India,chhattisgarh,2019,Q1,Peer-to-peer payments,4068056,11417366152
India,chhattisgarh,2019,Q1,Recharge & bill payments,2997095,679458794
India,chhattisgarh,2019,Q1,Merchant payments,710047,374735986
India,chhattisgarh,2019,Q1,Financial Services,33835,5075418
India,chhattisgarh,2019,Q1,Others,78636,67920032
India,chhattisgarh,2019,Q2,Peer-to-peer payments,4350167,15410038389
India,chhattisgarh,2019,Q2,Recharge & bill payments,3435305,855753107
India,chhattisgarh,2019,Q2,Merchant payments,1483870,654411637
India,chhattisgarh,2019,Q2,Financial Services,22563,4237631
India,chhattisgarh,2019,Q2,Others,98040,77914922
India,chhattisgarh,2019,Q3,Peer-to-peer payments,5021844,17584630267
India,chhattisgarh,2019,Q3,Recharge & bill payments,4335851,1069468753
India,chhattisgarh,2019,Q3,Merchant payments,2772084,1074255588
India,chhattisgarh,2019,Q3,Financial Services,16452,4542997
India,chhattisgarh,2019,Q3,Others,96880,70361559
India,chhattisgarh,2019,Q4,Peer-to-peer payments,7241974,24112075521
India,chhattisgarh,2019,Q4,Recharge & bill payments,5112337,1257371454
India,chhattisgarh,2019,Q4,Merchant payments,3852716,1720930747
India,chhattisgarh,2019,Q4,Financial Services,14974,4665759
India,chhattisgarh,2019,Q4,Others,83757,48745253
India,chhattisgarh,2020,Q1,Peer-to-peer payments,8109789,28723854868
India,chhattisgarh,2020,Q1,Recharge & bill payments,6400067,1688995018
India,chhattisgarh,2020,Q1,Merchant payments,4923214,2393811867
India,chhattisgarh,2020,Q1,Financial Services,12424,7378557
India,chhattisgarh,2020,Q1,Others,78497,46557359
India,chhattisgarh,2020,Q2,Recharge & bill payments,8366200,2504355746
India,chhattisgarh,2020,Q2,Peer-to-peer payments,7216219,27351810047
India,chhattisgarh,2020,Q2,Merchant payments,3158417,2361252112
India,chhattisgarh,2020,Q2,Financial Services,19986,17814454
India,chhattisgarh,2020,Q2,Others,60103,33149845
India,chhattisgarh,2020,Q3,Peer-to-peer payments,9734445,34661165923
India,chhattisgarh,2020,Q3,Recharge & bill payments,8705513,2790720003
India,chhattisgarh,2020,Q3,Merchant payments,5591916,3990179454
India,chhattisgarh,2020,Q3,Financial Services,34893,39141096
India,chhattisgarh,2020,Q3,Others,81772,45538330
India,chhattisgarh,2020,Q4,Peer-to-peer payments,14257312,50812302052
India,chhattisgarh,2020,Q4,Merchant payments,11677743,8238390462
India,chhattisgarh,2020,Q4,Recharge & bill payments,9423324,3033918783
India,chhattisgarh,2020,Q4,Financial Services,41308,48082346
India,chhattisgarh,2020,Q4,Others,129949,82280639
India,chhattisgarh,2021,Q1,Peer-to-peer payments,15621154,55638916992
India,chhattisgarh,2021,Q1,Merchant payments,15222763,10661449529
India,chhattisgarh,2021,Q1,Recharge & bill payments,8456094,3000977538
India,chhattisgarh,2021,Q1,Financial Services,37395,40387648
India,chhattisgarh,2021,Q1,Others,99031,68111552
India,chhattisgarh,2021,Q2,Peer-to-peer payments,18387345,62134058797
India,chhattisgarh,2021,Q2,Merchant payments,15369311,12828590761
India,chhattisgarh,2021,Q2,Recharge & bill payments,10764784,3640692364
India,chhattisgarh,2021,Q2,Financial Services,40213,39620256
India,chhattisgarh,2021,Q2,Others,127767,85809079
India,chhattisgarh,2021,Q3,Merchant payments,27552743,19905616746
India,chhattisgarh,2021,Q3,Peer-to-peer payments,25447410,80506858751
India,chhattisgarh,2021,Q3,Recharge & bill payments,11039088,4045490947
India,chhattisgarh,2021,Q3,Financial Services,38817,48855662
India,chhattisgarh,2021,Q3,Others,159880,99286155
India,chhattisgarh,2021,Q4,Merchant payments,40526025,29283695601
India,chhattisgarh,2021,Q4,Peer-to-peer payments,32799167,102177997315
India,chhattisgarh,2021,Q4,Recharge & bill payments,11115444,4724827139
India,chhattisgarh,2021,Q4,Financial Services,55237,66445873
India,chhattisgarh,2021,Q4,Others,221621,146144588
India,chhattisgarh,2022,Q1,Merchant payments,48236094,33822547183
India,chhattisgarh,2022,Q1,Peer-to-peer payments,37457039,118393860520
India,chhattisgarh,2022,Q1,Recharge & bill payments,11466264,5442872986
India,chhattisgarh,2022,Q1,Financial Services,52918,55991695
India,chhattisgarh,2022,Q1,Others,200977,131773069
India,chhattisgarh,2022,Q2,Merchant payments,61093916,41536371583
India,chhattisgarh,2022,Q2,Peer-to-peer payments,42532112,133534947239
India,chhattisgarh,2022,Q2,Recharge & bill payments,12737942,5949415519
India,chhattisgarh,2022,Q2,Financial Services,41530,46037703
India,chhattisgarh,2022,Q2,Others,178548,114905117
India,chhattisgarh,2022,Q3,Merchant payments,84355775,50874051122
India,chhattisgarh,2022,Q3,Peer-to-peer payments,57116149,161027214428
India,chhattisgarh,2022,Q3,Recharge & bill payments,16538894,8069941553
India,chhattisgarh,2022,Q3,Financial Services,55775,61881709
India,chhattisgarh,2022,Q3,Others,185994,128469268
India,chhattisgarh,2022,Q4,Merchant payments,97405954,60247141797
India,chhattisgarh,2022,Q4,Peer-to-peer payments,63986789,183672880692
India,chhattisgarh,2022,Q4,Recharge & bill payments,16324117,8376603987
India,chhattisgarh,2022,Q4,Financial Services,63695,81169069
India,chhattisgarh,2022,Q4,Others,179891,141385263
India,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,Recharge & bill payments,95544,17526369
India,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,Peer-to-peer payments,44599,151966933
India,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,Merchant payments,1531,1580762
India,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,Financial Services,1364,353171
India,dadra-&-nagar-haveli-&-daman-&-diu,2018,Q1,Others,5511,4231146
